"log.r","log.Cr.2","log.Cr.3","log.Cr.4","log.Cr.5","log.Cr.6","log.Cr.7","log.Cr.8","log.Cr.9","log.Cr.10","log.Cr.11","log.Cr.12","log.Cr.13","log.Cr.14","log.Cr.15","log.Cr.16","log.Cr.17","log.Cr.18","log.Cr.19","log.Cr.20"
-3.15151515151515,-1.67895165302762,-3.14352853972766,-4.51571596958582,-5.83898980397853,-7.13228772175571,-8.40565928047044,-9.66513408237386,-10.914594659916,-12.1566527475136,-13.393118290597,-14.6252735067307,-15.8540427969693,-17.0801025408709,-18.3039541968685,-19.5259740708946,-20.7464477961372,-21.9655945643889,-23.1835843652505,-24.4005503859061
-3.03030303030303,-1.56280938176681,-2.91318985118171,-4.17388996463623,-5.38780094930217,-6.57315618170431,-7.73951594537182,-8.89259654031359,-10.0360680057615,-11.1723840755473,-12.3032289361425,-13.4297815450691,-14.5528811426435,-15.6731346160413,-16.7909877849721,-17.9067735194424,-19.0207446312262,-20.1330965925539,-21.2439833736338,-22.3535285788825
-2.90909090909091,-1.44690487528307,-2.68497257237004,-3.83633837214032,-4.94299046216851,-6.02244106673668,-7.08375995756582,-8.13234016725325,-9.17163710560442,-10.2039583752879,-11.2308851561975,-12.2535210397373,-13.2726482435046,-14.2888293919473,-15.3024753860779,-16.313891350293,-17.3233080669258,-18.3309036545068,-19.3368186175521,-20.3411663580849
-2.78787878787879,-1.32608271723737,-2.45183998599057,-3.49666447474644,-4.50049422057785,-5.4795363847155,-6.44198905550711,-7.39266366547652,-8.33464285465518,-9.27000775839887,-10.2002103461676,-11.1262864111128,-12.0489873067945,-12.9688658756188,-13.8863344825415,-14.8017050920424,-15.7152173430387,-16.6270584039705,-17.5373771102056,-18.4462940839851
-2.66666666666667,-1.20838514889609,-2.22452579689314,-3.16565388035241,-4.07006841001784,-4.9528592083096,-5.82139106069688,-6.67984539925867,-7.53084382334729,-8.3761444443263,-9.2169829522551,-10.0542572799732,-10.8886360446466,-11.7206265624616,-12.5506197462981,-13.3789208930326,-14.2057713873921,-15.0313643144759,-15.8558558622409,-16.6793737494639
-2.54545454545454,-1.0992906089782,-2.0116957396116,-2.85215512699639,-3.65799823127111,-4.44373579046882,-5.21625548218985,-5.97932252954551,-6.73520878063542,-7.48539226306337,-8.23089399288279,-8.97245401921938,-9.71062990111273,-10.4458551601058,-11.1784757958224,-11.9087740923666,-12.6369846910397,-13.363305758013,-14.0879069344992,-14.8109351186661
-2.42424242424242,-0.990511379570816,-1.80029251941172,-2.54080308125318,-3.2480988378351,-3.93617620570264,-4.61159547248762,-5.27784576189604,-5.93695422448183,-6.59018694545981,-7.2383870226062,-7.88214911726678,-8.52191470090556,-9.15802668101024,-9.79076216369147,-10.4203528732351,-11.0469982838446,-11.6708742741257,-12.2921389388444,-12.9109365488473
-2.3030303030303,-0.886256970547593,-1.60006322323588,-2.24884528521151,-2.8668736963576,-3.46735337913242,-4.05643176658822,-4.63735428609596,-5.21199491082233,-5.78152172216124,-6.34671586809467,-6.90813402381169,-7.46619524588987,-8.02122958582966,-8.57350657964186,-9.12325272140859,-9.67066265653989,-10.2159066440825,-10.7591357116183,-11.3004853284079
-2.18181818181818,-0.786698388968338,-1.41194707423324,-1.97653769236244,-2.5119927680671,-3.03053068285679,-3.53796093294766,-4.03743075831446,-4.5308044676671,-5.01927250815937,-5.5036492799659,-5.98452733804095,-6.46236058347852,-6.93751093521988,-7.41027566967673,-7.88090423959909,-8.34960918718987,-8.81657361813831,-9.28195658468264,-9.74589713421717
-2.06060606060606,-0.694958605865491,-1.24203504381962,-1.73331123579329,-2.1969928167917,-2.64415116171635,-3.08025820098576,-3.50842269380259,-3.93056551956887,-4.34794940476989,-4.76144977519092,-5.17170285705397,-5.5791901481274,-5.98428834324316,-6.38729994636469,-6.78847280719989,-7.18801312976423,-7.58609450832001,-7.9828644553303,-8.37844928122327
-1.93939393939394,-0.599287601441843,-1.0651636711668,-1.48139192452662,-1.8725480321525,-2.24809560143561,-2.6127920256632,-2.96945838571076,-3.31992760163331,-3.66545978423307,-4.00695797618766,-4.34509175680732,-4.68037220217462,-5.01319914071367,-5.34389191566244,-5.67271002124618,-5.99986735524207,-6.32554234239952,-6.64988531598186,-6.97302402950678
-1.81818181818182,-0.507681964186706,-0.897063252269087,-1.24345937491628,-1.56788346779948,-1.87809550458118,-2.17795745154392,-2.46981539268761,-2.75525806299386,-3.03542711023072,-3.31117405343623,-3.58315178475101,-3.85187244354834,-4.11774575232909,-4.38110517110448,-4.64222615311068,-4.90133915366407,-5.15863908979782,-5.41429235891756,-5.66844215004327
-1.6969696969697,-0.434485271728038,-0.764738376564578,-1.05782963214105,-1.33205555133149,-1.593938843547,-1.84661334788025,-2.09195626687804,-2.33124916491105,-2.56543217883747,-2.79522412079006,-3.02118969190256,-3.24378177594036,-3.46337000523343,-3.68026084718325,-3.89471206558575,-4.10694329682689,-4.31714388251042,-4.52547873913738,-4.73209281044228
-1.57575757575758,-0.364249446619898,-0.63867676219596,-0.882162542024653,-1.11053975319174,-1.32928807683857,-1.54093551910485,-1.74694808675509,-1.94831434300814,-2.14576393333137,-2.33986428390715,-2.53107037585078,-2.71975399541351,-2.90622285070875,-3.09073405812012,-3.27350414856175,-3.45471673131933,-3.63452848255478,-3.81307388678729,-3.99046902643367
-1.45454545454546,-0.303310889183738,-0.529896232142876,-0.73049058698544,-0.918606062900479,-1.09881128779783,-1.27314269573,-1.44273466290705,-1.60832466016121,-1.77044384677636,-1.92950118529111,-2.08582529854857,-2.2396875080314,-2.3913157467188,-2.54090371322699,-2.68861735846374,-2.83459975840738,-2.97897493149484,-3.12185091426659,-3.26332228370647
-1.33333333333333,-0.249979208048354,-0.435316280305775,-0.599000137114828,-0.752488792096013,-0.899585449450969,-1.04194157367559,-1.18045196416508,-1.31568089819172,-1.44802229109766,-1.57777137193509,-1.7051610684282,-1.83038220463222,-1.95359551132551,-2.07493919840455,-2.19453398844421,-2.31248662780604,-2.42889244272262,-2.5438372688987,-2.65739895163866
-1.21212121212121,-0.201509550038404,-0.350101612312986,-0.480905018322015,-0.603462092585728,-0.720890367807424,-0.834500694528095,-0.944990552848311,-1.05280062478529,-1.15824233897422,-1.26155234786735,-1.3629195200951,-1.46249991450696,-1.56042581415099,-1.6568115348492,-1.75175735213034,-1.84535226715983,-1.93767602311218,-2.02880061896082,-2.11879147516639
-1.09090909090909,-0.158624792543511,-0.275222153521246,-0.376889065139351,-0.471540530919794,-0.561820868367077,-0.648801374232538,-0.733017726214803,-0.814792121004266,-0.894346886006807,-0.971850432506413,-1.0474384494496,-1.12122486190796,-1.19330805652688,-1.26377469933255,-1.33270222954596,-1.40016057753147,-1.46621340328688,-1.53091902479737,-1.59433113756575
-0.969696969696969,-0.120863971084102,-0.210585184244298,-0.288066875789153,-0.359558023205082,-0.427340706134857,-0.492364285821897,-0.555087967031837,-0.615770584448833,-0.674579194257709,-0.731633763451114,-0.787027447586985,-0.840836723339004,-0.893126925851794,-0.943955521131522,-0.993374169902733,-1.04143009920961,-1.08816705262478,-1.13362597066814,-1.17784549124638
-0.848484848484848,-0.0853276356038452,-0.150195655135048,-0.205678595427956,-0.256133458734554,-0.303429295370849,-0.348441888102198,-0.391621903650358,-0.433224611996076,-0.473408943270802,-0.512283014708762,-0.549926383459137,-0.586401578389464,-0.621760412896475,-0.656047620260167,-0.689303045509194,-0.721563021867831,-0.752861266111611,-0.783229478539895,-0.812697754970857
-0.727272727272727,-0.0522145156194266,-0.0938564172578032,-0.129654995233218,-0.161831800926549,-0.191540624072451,-0.21942536811969,-0.245869598513469,-0.271115901372414,-0.295326394044684,-0.318615044432276,-0.341065766421984,-0.362742992759722,-0.383698094666033,-0.403973416116421,-0.423604887568299,-0.442623765134496,-0.461057814874925,-0.478932135405578,-0.496269739088258
-0.606060606060606,-0.0257575742473022,-0.047726527358099,-0.0672078190643993,-0.0848800387962033,-0.101164347999579,-0.11634007209422,-0.130601697944119,-0.144090026195578,-0.156910351628072,-0.169143609775214,-0.18085349992421,-0.192091203681073,-0.202898609771255,-0.213310577475357,-0.223356561387067,-0.233061799854485,-0.242448198101408,-0.251534993309956,-0.260339261323246
-0.484848484848484,-0.00820617220700422,-0.0155505638451575,-0.0223285714358026,-0.0286552580775633,-0.0346064600803626,-0.0402375434942783,-0.0455911201299697,-0.0507009744396877,-0.0555944223670876,-0.0602938835001841,-0.0648179934841137,-0.0691824193139852,-0.0734004704063564,-0.0774835638631112,-0.0814415830280243,-0.0852831565975831,-0.0890158778217311,-0.0926464780656301,-0.0961809653060564
-0.363636363636363,-0.00116706982715828,-0.00214753206053705,-0.00306556265730955,-0.00393991922620605,-0.004780510893374,-0.00559317733569271,-0.00638176988913038,-0.00714908601294743,-0.00789730794843017,-0.0086282216594009,-0.00934333492723837,-0.0100439468501027,-0.0107311923884751,-0.0114060730943131,-0.012069479558704,-0.0127222085158446,-0.013364976280805,-0.0139984295503197,-0.0146231542393045
-0.242424242424242,-0.000206667869357358,-0.000314508350397053,-0.000412284688292126,-0.000502487006685451,-0.000586946031111617,-0.000667013081969477,-0.000743690140901873,-0.000817723982699698,-0.000889674414056115,-0.00095996383142822,-0.00102891328326186,-0.00109676876847432,-0.00116372046017173,-0.00122991679450221,-0.00129547482598125,-0.00136048786299264,-0.0014250311178459,-0.0014891659042477,-0.00155294276946268
-0.121212121212121,-0.000101994926401969,-0.000118076435689392,-0.000133649472705414,-0.000148751571234554,-0.000163417387549738,-0.000177678923076449,-0.000191565729792843,-0.000205105099704013,-0.000218322239625017,-0.000231240432411727,-0.000243881185690321,-0.000256264369054892,-0.000268408340627522,-0.000280330063805873,-0.000292045214959426,-0.00030356828277648,-0.000314912659909613,-0.000326090727517084,-0.00033711393325132
0,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05,-8.53642921684455e-05
