"","log.r","log.Cr"
"1",-12,-71.7839725178843
"2",-11.8787878787879,-71.7839543591798
"3",-11.7575757575758,-71.7839009897654
"4",-11.6363636363636,-71.7838729499058
"5",-11.5151515151515,-71.7837227962437
"6",-11.3939393939394,-71.7820024358178
"7",-11.2727272727273,-71.7817288782956
"8",-11.1515151515152,-71.7805483980422
"9",-11.030303030303,-71.7801659443102
"10",-10.9090909090909,-71.7794241789062
"11",-10.7878787878788,-71.7787928565954
"12",-10.6666666666667,-71.6877909817896
"13",-10.5454545454545,-66.6863682176542
"14",-10.4242424242424,-66.6863248747121
"15",-10.3030303030303,-66.6854672749099
"16",-10.1818181818182,-66.6815660262225
"17",-10.0606060606061,-66.6778106299026
"18",-9.93939393939394,-66.6718567904121
"19",-9.81818181818182,-64.1247146810713
"20",-9.6969696969697,-64.1131813580582
"21",-9.57575757575758,-64.1015959345926
"22",-9.45454545454546,-63.1495136527684
"23",-9.33333333333333,-63.0861671405286
"24",-9.21212121212121,-62.9525514330813
"25",-9.09090909090909,-62.4318709251974
"26",-8.96969696969697,-61.4143754933127
"27",-8.84848484848485,-61.2954452825295
"28",-8.72727272727273,-60.6650989858632
"29",-8.60606060606061,-60.1776588134527
"30",-8.48484848484848,-59.4494884249196
"31",-8.36363636363636,-58.7512058656757
"32",-8.24242424242424,-57.8746281575066
"33",-8.12121212121212,-56.9401025825379
"34",-8,-55.9913227677222
"35",-7.87878787878788,-54.954448613094
"36",-7.75757575757576,-53.9933548054103
"37",-7.63636363636364,-52.9111244543875
"38",-7.51515151515151,-51.8494190102931
"39",-7.39393939393939,-50.7958937955324
"40",-7.27272727272727,-49.746009761093
"41",-7.15151515151515,-48.6372287031555
"42",-7.03030303030303,-47.5342063748271
"43",-6.90909090909091,-46.4069328466603
"44",-6.78787878787879,-45.2805993282031
"45",-6.66666666666667,-44.1820493419042
"46",-6.54545454545454,-43.0362752790008
"47",-6.42424242424242,-41.914091372464
"48",-6.3030303030303,-40.7641451795864
"49",-6.18181818181818,-39.642799473398
"50",-6.06060606060606,-38.5143594042635
"51",-5.93939393939394,-37.3829062217773
"52",-5.81818181818182,-36.2859213729802
"53",-5.6969696969697,-35.1946008283526
"54",-5.57575757575758,-34.1070459561278
"55",-5.45454545454545,-32.996773202103
"56",-5.33333333333333,-31.8479751402969
"57",-5.21212121212121,-30.693430333547
"58",-5.09090909090909,-29.5432359746648
"59",-4.96969696969697,-28.4187833221532
"60",-4.84848484848485,-27.3053990158648
"61",-4.72727272727273,-26.1841132435818
"62",-4.60606060606061,-25.0755989320967
"63",-4.48484848484848,-24.0144623565681
"64",-4.36363636363636,-23.011789825339
"65",-4.24242424242424,-22.0453234113454
"66",-4.12121212121212,-21.1039037189738
"67",-4,-20.1972237691059
"68",-3.87878787878788,-19.2893825870287
"69",-3.75757575757576,-18.3543326197426
"70",-3.63636363636364,-17.3774703107714
"71",-3.51515151515152,-16.4187815168077
"72",-3.39393939393939,-15.4540603470988
"73",-3.27272727272727,-14.4518574109737
"74",-3.15151515151515,-13.393118290597
"75",-3.03030303030303,-12.3032289361425
"76",-2.90909090909091,-11.2308851561975
"77",-2.78787878787879,-10.2002103461676
"78",-2.66666666666667,-9.2169829522551
"79",-2.54545454545454,-8.23089399288279
"80",-2.42424242424242,-7.2383870226062
"81",-2.3030303030303,-6.34671586809467
"82",-2.18181818181818,-5.5036492799659
"83",-2.06060606060606,-4.76144977519092
"84",-1.93939393939394,-4.00695797618766
"85",-1.81818181818182,-3.31117405343623
"86",-1.6969696969697,-2.79522412079006
"87",-1.57575757575758,-2.33986428390715
"88",-1.45454545454546,-1.92950118529111
"89",-1.33333333333333,-1.57777137193509
"90",-1.21212121212121,-1.26155234786735
"91",-1.09090909090909,-0.971850432506413
"92",-0.969696969696969,-0.731633763451114
"93",-0.848484848484848,-0.512283014708762
"94",-0.727272727272727,-0.318615044432276
"95",-0.606060606060606,-0.169143609775214
"96",-0.484848484848484,-0.0602938835001841
"97",-0.363636363636363,-0.0086282216594009
"98",-0.242424242424242,-0.00095996383142822
"99",-0.121212121212121,-0.000231240432411727
"100",0,-8.53642921684455e-05
