"","log.r","log.Cr"
"1",-12,-130.647504852157
"2",-11.8787878787879,-130.647504850948
"3",-11.7575757575758,-130.647504834485
"4",-11.6363636363636,-130.647504830233
"5",-11.5151515151515,-130.64750466469
"6",-11.3939393939394,-130.647488591484
"7",-11.2727272727273,-130.647488293214
"8",-11.1515151515152,-130.647478912353
"9",-11.030303030303,-130.647478546204
"10",-10.9090909090909,-130.647476793591
"11",-10.7878787878788,-130.647475755924
"12",-10.6666666666667,-130.627814927745
"13",-10.5454545454545,-120.454244557475
"14",-10.4242424242424,-120.454244555826
"15",-10.3030303030303,-120.454242651356
"16",-10.1818181818182,-120.454194202672
"17",-10.0606060606061,-120.45411043458
"18",-9.93939393939394,-120.454058812616
"19",-9.81818181818182,-116.59459231878
"20",-9.6969696969697,-116.592176730124
"21",-9.57575757575758,-116.58696964265
"22",-9.45454545454546,-115.33058054448
"23",-9.33333333333333,-115.288970017666
"24",-9.21212121212121,-115.172763092228
"25",-9.09090909090909,-114.196993644419
"26",-8.96969696969697,-112.082359845791
"27",-8.84848484848485,-111.97376549416
"28",-8.72727272727273,-110.988145293399
"29",-8.60606060606061,-110.260624077981
"30",-8.48484848484848,-109.052343142367
"31",-8.36363636363636,-107.941239870592
"32",-8.24242424242424,-106.079753813395
"33",-8.12121212121212,-104.328754631127
"34",-8,-102.747046625258
"35",-7.87878787878788,-100.842491380415
"36",-7.75757575757576,-99.4233445617091
"37",-7.63636363636364,-97.6882753506053
"38",-7.51515151515151,-95.7953656794282
"39",-7.39393939393939,-93.8615851177167
"40",-7.27272727272727,-91.9869972738872
"41",-7.15151515151515,-89.8699373376077
"42",-7.03030303030303,-87.7901449941692
"43",-6.90909090909091,-85.6077723056546
"44",-6.78787878787879,-83.4969107814406
"45",-6.66666666666667,-81.4722951347073
"46",-6.54545454545454,-79.3396005942885
"47",-6.42424242424242,-77.2408069410451
"48",-6.3030303030303,-75.0593298351053
"49",-6.18181818181818,-72.9404553880625
"50",-6.06060606060606,-70.7853325661759
"51",-5.93939393939394,-68.60592117226
"52",-5.81818181818182,-66.5698177232151
"53",-5.6969696969697,-64.6155003043266
"54",-5.57575757575758,-62.6941870419904
"55",-5.45454545454545,-60.6632363386213
"56",-5.33333333333333,-58.4533575794183
"57",-5.21212121212121,-56.212100887766
"58",-5.09090909090909,-53.999305712639
"59",-4.96969696969697,-51.8871475481775
"60",-4.84848484848485,-49.8248501836859
"61",-4.72727272727273,-47.7348549189115
"62",-4.60606060606061,-45.631378518282
"63",-4.48484848484848,-43.6162161588422
"64",-4.36363636363636,-41.7267918468765
"65",-4.24242424242424,-39.9243911098417
"66",-4.12121212121212,-38.2146750950646
"67",-4,-36.6370710691287
"68",-3.87878787878788,-35.0735645731816
"69",-3.75757575757576,-33.3693802701529
"70",-3.63636363636364,-31.525054543748
"71",-3.51515151515152,-29.7770651273113
"72",-3.39393939393939,-28.0965064860951
"73",-3.27272727272727,-26.3260369214335
"74",-3.15151515151515,-24.4005503859061
"75",-3.03030303030303,-22.3535285788825
"76",-2.90909090909091,-20.3411663580849
"77",-2.78787878787879,-18.4462940839851
"78",-2.66666666666667,-16.6793737494639
"79",-2.54545454545454,-14.8109351186661
"80",-2.42424242424242,-12.9109365488473
"81",-2.3030303030303,-11.3004853284079
"82",-2.18181818181818,-9.74589713421717
"83",-2.06060606060606,-8.37844928122327
"84",-1.93939393939394,-6.97302402950678
"85",-1.81818181818182,-5.66844215004327
"86",-1.6969696969697,-4.73209281044228
"87",-1.57575757575758,-3.99046902643367
"88",-1.45454545454546,-3.26332228370647
"89",-1.33333333333333,-2.65739895163866
"90",-1.21212121212121,-2.11879147516639
"91",-1.09090909090909,-1.59433113756575
"92",-0.969696969696969,-1.17784549124638
"93",-0.848484848484848,-0.812697754970857
"94",-0.727272727272727,-0.496269739088258
"95",-0.606060606060606,-0.260339261323246
"96",-0.484848484848484,-0.0961809653060564
"97",-0.363636363636363,-0.0146231542393045
"98",-0.242424242424242,-0.00155294276946268
"99",-0.121212121212121,-0.00033711393325132
"100",0,-8.53642921684455e-05
