"","log.r","log.Cr"
"1",-12,-32.06079672472
"2",-11.8787878787879,-32.0479386007051
"3",-11.7575757575758,-32.0352340700264
"4",-11.6363636363636,-32.0241694500804
"5",-11.5151515151515,-32.0041686308685
"6",-11.3939393939394,-31.9748704517329
"7",-11.2727272727273,-31.9450106914745
"8",-11.1515151515152,-31.9046835889124
"9",-11.030303030303,-31.8670732748162
"10",-10.9090909090909,-31.8193913914038
"11",-10.7878787878788,-31.7587711641431
"12",-10.6666666666667,-31.5874694697943
"13",-10.5454545454545,-30.0281410573773
"14",-10.4242424242424,-29.9879015364358
"15",-10.3030303030303,-29.9027344736099
"16",-10.1818181818182,-29.8230268227884
"17",-10.0606060606061,-29.7351838439296
"18",-9.93939393939394,-29.6222253198816
"19",-9.81818181818182,-28.6389770590776
"20",-9.6969696969697,-28.5474629222644
"21",-9.57575757575758,-28.396441017375
"22",-9.45454545454546,-27.8452840646688
"23",-9.33333333333333,-27.6776526872058
"24",-9.21212121212121,-27.4247915644177
"25",-9.09090909090909,-27.1148922587891
"26",-8.96969696969697,-26.6864155431793
"27",-8.84848484848485,-26.3984092057537
"28",-8.72727272727273,-26.0153803183095
"29",-8.60606060606061,-25.6662565866129
"30",-8.48484848484848,-25.2622370235472
"31",-8.36363636363636,-24.8510605664429
"32",-8.24242424242424,-24.439050654532
"33",-8.12121212121212,-24.0095282039058
"34",-8,-23.567570069254
"35",-7.87878787878788,-23.1181787767163
"36",-7.75757575757576,-22.6730592722625
"37",-7.63636363636364,-22.201580144975
"38",-7.51515151515151,-21.7520082605071
"39",-7.39393939393939,-21.3009753506206
"40",-7.27272727272727,-20.8497543150274
"41",-7.15151515151515,-20.388809153295
"42",-7.03030303030303,-19.9279535491584
"43",-6.90909090909091,-19.47221599459
"44",-6.78787878787879,-19.0158059074673
"45",-6.66666666666667,-18.567504191679
"46",-6.54545454545454,-18.1036644267329
"47",-6.42424242424242,-17.6487907404173
"48",-6.3030303030303,-17.1858894918456
"49",-6.18181818181818,-16.7298283883458
"50",-6.06060606060606,-16.2702225142733
"51",-5.93939393939394,-15.8097410490503
"52",-5.81818181818182,-15.3543280216912
"53",-5.6969696969697,-14.8986106305808
"54",-5.57575757575758,-14.4460112559779
"55",-5.45454545454545,-13.9949659926291
"56",-5.33333333333333,-13.5425804048229
"57",-5.21212121212121,-13.0928499279432
"58",-5.09090909090909,-12.643087376258
"59",-4.96969696969697,-12.1985269625849
"60",-4.84848484848485,-11.7559477880659
"61",-4.72727272727273,-11.3111825514387
"62",-4.60606060606061,-10.8699257839146
"63",-4.48484848484848,-10.4369653756236
"64",-4.36363636363636,-10.0151765346723
"65",-4.24242424242424,-9.59878667114601
"66",-4.12121212121212,-9.18438727627773
"67",-4,-8.77649852554824
"68",-3.87878787878788,-8.36931078692954
"69",-3.75757575757576,-7.96179024824156
"70",-3.63636363636364,-7.5467793564692
"71",-3.51515151515152,-7.13716321433817
"72",-3.39393939393939,-6.71998694326549
"73",-3.27272727272727,-6.28696648043865
"74",-3.15151515151515,-5.83898980397853
"75",-3.03030303030303,-5.38780094930217
"76",-2.90909090909091,-4.94299046216851
"77",-2.78787878787879,-4.50049422057785
"78",-2.66666666666667,-4.07006841001784
"79",-2.54545454545454,-3.65799823127111
"80",-2.42424242424242,-3.2480988378351
"81",-2.3030303030303,-2.8668736963576
"82",-2.18181818181818,-2.5119927680671
"83",-2.06060606060606,-2.1969928167917
"84",-1.93939393939394,-1.8725480321525
"85",-1.81818181818182,-1.56788346779948
"86",-1.6969696969697,-1.33205555133149
"87",-1.57575757575758,-1.11053975319174
"88",-1.45454545454546,-0.918606062900479
"89",-1.33333333333333,-0.752488792096013
"90",-1.21212121212121,-0.603462092585728
"91",-1.09090909090909,-0.471540530919794
"92",-0.969696969696969,-0.359558023205082
"93",-0.848484848484848,-0.256133458734554
"94",-0.727272727272727,-0.161831800926549
"95",-0.606060606060606,-0.0848800387962033
"96",-0.484848484848484,-0.0286552580775633
"97",-0.363636363636363,-0.00393991922620605
"98",-0.242424242424242,-0.000502487006685451
"99",-0.121212121212121,-0.000148751571234554
"100",0,-8.53642921684455e-05
