"","log.r","log.Cr"
"1",-12,-38.8146175364996
"2",-11.8787878787879,-38.810100255272
"3",-11.7575757575758,-38.8049354416972
"4",-11.6363636363636,-38.8006560157398
"5",-11.5151515151515,-38.7920780505656
"6",-11.3939393939394,-38.7733794478568
"7",-11.2727272727273,-38.7593900829042
"8",-11.1515151515152,-38.7373094832093
"9",-11.030303030303,-38.7184456632269
"10",-10.9090909090909,-38.6925597961767
"11",-10.7878787878788,-38.6612568013861
"12",-10.6666666666667,-38.4970350680832
"13",-10.5454545454545,-36.2808053964738
"14",-10.4242424242424,-36.2672585248782
"15",-10.3030303030303,-36.2289822092367
"16",-10.1818181818182,-36.1819337000571
"17",-10.0606060606061,-36.1313202228215
"18",-9.93939393939394,-36.0604660606255
"19",-9.81818181818182,-34.7129607680656
"20",-9.6969696969697,-34.6596292230964
"21",-9.57575757575758,-34.5688929040821
"22",-9.45454545454546,-33.8980431957951
"23",-9.33333333333333,-33.7696728903924
"24",-9.21212121212121,-33.551292886532
"25",-9.09090909090909,-33.211300324763
"26",-8.96969696969697,-32.6897082841526
"27",-8.84848484848485,-32.4332367977802
"28",-8.72727272727273,-31.993862345259
"29",-8.60606060606061,-31.6108589378722
"30",-8.48484848484848,-31.1343602606736
"31",-8.36363636363636,-30.6555557962383
"32",-8.24242424242424,-30.1602961549122
"33",-8.12121212121212,-29.6413498095088
"34",-8,-29.1038642816174
"35",-7.87878787878788,-28.5526171714509
"36",-7.75757575757576,-28.0079730491727
"37",-7.63636363636364,-27.4254964979774
"38",-7.51515151515151,-26.8697287751585
"39",-7.39393939393939,-26.3150376986187
"40",-7.27272727272727,-25.759173704195
"41",-7.15151515151515,-25.1883311965534
"42",-7.03030303030303,-24.6185720660994
"43",-6.90909090909091,-24.0529447804003
"44",-6.78787878787879,-23.4854792567466
"45",-6.66666666666667,-22.9281208601992
"46",-6.54545454545454,-22.3502409361631
"47",-6.42424242424242,-21.7836136361512
"48",-6.3030303030303,-21.2061812283225
"49",-6.18181818181818,-20.6383311905406
"50",-6.06060606060606,-20.0666002687766
"51",-5.93939393939394,-19.4939378722007
"52",-5.81818181818182,-18.9288326036241
"53",-5.6969696969697,-18.3631893615683
"54",-5.57575757575758,-17.8010998794727
"55",-5.45454545454545,-17.2390480070138
"56",-5.33333333333333,-16.6730607174851
"57",-5.21212121212121,-16.1094236641848
"58",-5.09090909090909,-15.5457089680473
"59",-4.96969696969697,-14.9887011043755
"60",-4.84848484848485,-14.4341037257813
"61",-4.72727272727273,-13.8765805985457
"62",-4.60606060606061,-13.3244484652793
"63",-4.48484848484848,-12.7862932031932
"64",-4.36363636363636,-12.2655129001107
"65",-4.24242424242424,-11.7539376231863
"66",-4.12121212121212,-11.24646233985
"67",-4,-10.7484643302068
"68",-3.87878787878788,-10.2515570388306
"69",-3.75757575757576,-9.75259945021538
"70",-3.63636363636364,-9.24117482306537
"71",-3.51515151515152,-8.73516201575744
"72",-3.39393939393939,-8.21981887273816
"73",-3.27272727272727,-7.6858227471765
"74",-3.15151515151515,-7.13228772175571
"75",-3.03030303030303,-6.57315618170431
"76",-2.90909090909091,-6.02244106673668
"77",-2.78787878787879,-5.4795363847155
"78",-2.66666666666667,-4.9528592083096
"79",-2.54545454545454,-4.44373579046882
"80",-2.42424242424242,-3.93617620570264
"81",-2.3030303030303,-3.46735337913242
"82",-2.18181818181818,-3.03053068285679
"83",-2.06060606060606,-2.64415116171635
"84",-1.93939393939394,-2.24809560143561
"85",-1.81818181818182,-1.87809550458118
"86",-1.6969696969697,-1.593938843547
"87",-1.57575757575758,-1.32928807683857
"88",-1.45454545454546,-1.09881128779783
"89",-1.33333333333333,-0.899585449450969
"90",-1.21212121212121,-0.720890367807424
"91",-1.09090909090909,-0.561820868367077
"92",-0.969696969696969,-0.427340706134857
"93",-0.848484848484848,-0.303429295370849
"94",-0.727272727272727,-0.191540624072451
"95",-0.606060606060606,-0.101164347999579
"96",-0.484848484848484,-0.0346064600803626
"97",-0.363636363636363,-0.004780510893374
"98",-0.242424242424242,-0.000586946031111617
"99",-0.121212121212121,-0.000163417387549738
"100",0,-8.53642921684455e-05
